Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
SRR23426219_2 - polyg	(1, 0.6354837343954239)	(2, 0.6434277402664575)	(3, 0.645044092906113)	(4, 0.6457696148295946)	(5, 0.6463481956040168)	(6, 0.6472022910329256)	(7, 0.6481114893927318)	(8, 0.649231915654311)	(9, 0.6504900992431337)	(10, 0.6513625623156749)	(11, 0.6520329813082593)	(12, 0.6526850326572112)	(13, 0.6532360619661847)	(14, 0.6534840251552226)	(15, 0.6536585177697309)	(16, 0.653869745671504)	(17, 0.6539983191769312)	(18, 0.6541819956132556)	(19, 0.6543289367623153)	(20, 0.6544299588022937)	(21, 0.6545401646640884)	(22, 0.6546962896349642)	(23, 0.6548248631403913)	(24, 0.6549167013585536)	(25, 0.6550911939730618)	(26, 0.6552381351221214)	(27, 0.6556514071038515)	(28, 0.6557340615001975)	(29, 0.6559728408674194)	(30, 0.6565881569291063)	(31, 0.6568912230490417)	(32, 0.6570748994853661)	(33, 0.6572769435653231)	(34, 0.6574973552889125)	(35, 0.6577453184779505)	(36, 0.6579657302015399)	(37, 0.6581034875287832)	(38, 0.6582412448560266)	(39, 0.6584524727577997)	(40, 0.6586820683032053)	(41, 0.6588381932740811)	(42, 0.659040237354038)	(43, 0.659242281433995)	(44, 0.659324935830341)	(45, 0.659407590226687)	(46, 0.6595086122666655)	(47, 0.6596280019502764)	(48, 0.6598024945647847)	(49, 0.6599586195356605)	(50, 0.6601514797938012)	(51, 0.6602984209428607)	(52, 0.6605096488446339)	(53, 0.6606749576373259)	(54, 0.6608770017172828)	(55, 0.661088229619056)	(56, 0.6612994575208292)	(57, 0.6614463986698887)	(58, 0.6616392589280294)	(59, 0.6618413030079864)	(60, 0.6620066118006783)	(61, 0.6621443691279217)	(62, 0.6623372293860624)	(63, 0.6624290676042247)	(64, 0.6625025381787545)	(65, 0.6626311116841815)
SRR23426220_1 - illumina_universal_adapter	(1, 0.00012704537764450248)	(2, 0.00014821960725191954)	(3, 0.00025409075528900495)	(4, 0.00028585209970013054)	(5, 0.00044465882175575867)	(6, 0.0006034655438113867)	(7, 0.0007093366918484721)	(8, 0.000825794954689266)	(9, 0.0011857568580153563)	(10, 0.0016198285649674064)	(11, 0.0024244492900492554)	(12, 0.0032290700151311044)	(13, 0.003790187099727657)	(14, 0.004308955725109375)	(15, 0.005124163564994933)	(16, 0.005399428549891355)	(17, 0.0057276291088063196)	(18, 0.006606359637514128)	(19, 0.007114541148092139)	(20, 0.007887400528762861)	(21, 0.008596737220611333)	(22, 0.009094331616385636)	(23, 0.00963427447137477)	(24, 0.010311849818812117)	(25, 0.010714160181353042)	(26, 0.01160347782486456)	(27, 0.01253514392759091)	(28, 0.013466810030317262)	(29, 0.014461998821865866)	(30, 0.01581714951674056)	(31, 0.01733110693367088)	(32, 0.019385007205590336)	(33, 0.021555365740350586)	(34, 0.024551519229800103)	(35, 0.028511100166387096)	(36, 0.03292592703953356)	(37, 0.03697020489455022)	(38, 0.040982721405155756)	(39, 0.045334025589479965)	(40, 0.04964298131458934)	(41, 0.054894190257228775)	(42, 0.06036772861074609)	(43, 0.06588361542347825)	(44, 0.07224647142050707)	(45, 0.07899046355046942)	(46, 0.08660259909433585)	(47, 0.09455352231192096)	(48, 0.10274794916999137)	(49, 0.11153525445706947)	(50, 0.12389041743299732)	(51, 0.13870179104338556)	(52, 0.1526132598954586)	(53, 0.16965851472942933)	(54, 0.18864121157247876)	(55, 0.2136373896240346)	(56, 0.24630922590827917)	(57, 0.27707538152785616)	(58, 0.3054911976610099)	(59, 0.3309002731899104)	(60, 0.356415219866848)	(61, 0.38041620912685525)	(62, 0.4055500196708593)	(63, 0.43198604533571955)	(64, 0.45895142674076517)	(65, 0.48837301878027123)
SRR23426220_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00021174229607417077)	(4, 0.00047642016616688426)	(5, 0.0012810408912487332)	(6, 0.0017362868278082005)	(7, 0.0020856616163305824)	(8, 0.0024244492900492554)	(9, 0.003027914833860642)	(10, 0.0033243540483644815)	(11, 0.003673728836886863)	(12, 0.00391723247737216)	(13, 0.004065452084624079)	(14, 0.004256020151090833)	(15, 0.004361891299127918)	(16, 0.004531285135987255)	(17, 0.004817137235687385)	(18, 0.005039466646565264)	(19, 0.005208860483424602)	(20, 0.0054523641239098974)	(21, 0.00565351930518036)	(22, 0.005844087371647114)	(23, 0.006077003897328702)	(24, 0.00623581061938433)	(25, 0.006489901374673334)	(26, 0.006796927703980883)	(27, 0.007940336102781404)	(28, 0.008310885120911203)	(29, 0.008924937779526299)	(30, 0.010311849818812117)	(31, 0.010809444214586418)	(32, 0.011179993232716217)	(33, 0.01151878090643489)	(34, 0.011804633006135021)	(35, 0.012281053172301905)	(36, 0.012577492386805745)	(37, 0.012990389864150378)	(38, 0.013456222915513554)	(39, 0.013879707507661895)	(40, 0.014440824592258447)	(41, 0.015256032432144006)	(42, 0.016494724864177905)	(43, 0.018453341102863983)	(44, 0.02667952930534552)	(45, 0.17322637241827912)	(46, 0.17558729901950612)	(47, 0.17687892702555857)	(48, 0.1782870132944518)	(49, 0.17999153877784888)	(50, 0.1827653628564205)	(51, 0.1932677807416994)	(52, 0.20045643169341748)	(53, 0.20311379750914832)	(54, 0.2070733784457353)	(55, 0.2090319946844214)	(56, 0.21133998571162987)	(57, 0.21355269270560495)	(58, 0.2148760820560685)	(59, 0.21625240698055062)	(60, 0.21788282266032175)	(61, 0.21899446971471115)	(62, 0.220307271950371)	(63, 0.22163066130083456)	(64, 0.22273172124042026)	(65, 0.22423509154254687)
SRR23426220_2 - illumina_universal_adapter	(1, 0.00011645826284079393)	(2, 0.00017998095166304516)	(3, 0.0002646778700927135)	(4, 0.0002964392145038391)	(5, 0.0004552459365594672)	(6, 0.0006246397734188038)	(7, 0.0007199238066521806)	(8, 0.0008575562991003917)	(9, 0.0011857568580153563)	(10, 0.0016410027945748236)	(11, 0.0024244492900492554)	(12, 0.0032502442447385218)	(13, 0.003832535558942491)	(14, 0.004330129954716793)	(15, 0.005166512024209767)	(16, 0.005441777009106189)	(17, 0.005759390453217445)	(18, 0.006606359637514128)	(19, 0.007072192688877304)	(20, 0.007845052069548027)	(21, 0.008512040302181665)	(22, 0.009020221812759676)	(23, 0.009602513126963644)	(24, 0.010280088474400992)	(25, 0.01073533441096046)	(26, 0.011688174743294227)	(27, 0.012672776420039122)	(28, 0.013646790981980307)	(29, 0.014737263806762286)	(30, 0.01615593719045923)	(31, 0.017722830181408095)	(32, 0.019776730453327552)	(33, 0.021915327643676676)	(34, 0.02500676516635957)	(35, 0.028828713610498352)	(36, 0.03306355953198177)	(37, 0.0370760760425873)	(38, 0.041130941012407676)	(39, 0.04538696116349851)	(40, 0.049717091118215304)	(41, 0.054894190257228775)	(42, 0.06042066418476463)	(43, 0.06578833139024487)	(44, 0.07195003220600324)	(45, 0.07841875935106915)	(46, 0.08582973971366513)	(47, 0.09362185620919461)	(48, 0.10168923768962052)	(49, 0.11024362645101701)	(50, 0.1222388275236188)	(51, 0.1364890840494105)	(52, 0.15012528791658708)	(53, 0.1670117360285022)	(54, 0.18563447096822552)	(55, 0.21031303557567013)	(56, 0.24219083824963655)	(57, 0.2721523731441317)	(58, 0.2998165041262221)	(59, 0.3244421331596482)	(60, 0.348750148748963)	(61, 0.3723805889908405)	(62, 0.3970062180242665)	(63, 0.42297641063776353)	(64, 0.4493383264989978)	(65, 0.4778388395505812)
SRR23426220_2 - polya	(1, 3.176134441112562e-05)	(2, 0.00028585209970013054)	(3, 0.0010481243655671455)	(4, 0.002413862175245547)	(5, 0.0038748840181573254)	(6, 0.00580173891243228)	(7, 0.009793081193430399)	(8, 0.01688644811191512)	(9, 0.023026974698066072)	(10, 0.029686269909598745)	(11, 0.03644084915436479)	(12, 0.04392593932058673)	(13, 0.05000294321791543)	(14, 0.05689515495512969)	(15, 0.06291922327843985)	(16, 0.06947264734193544)	(17, 0.07541201874681593)	(18, 0.08234657894324501)	(19, 0.08916468087683332)	(20, 0.09591926012159936)	(21, 0.10180569595246132)	(22, 0.10781917716096777)	(23, 0.11427731719122998)	(24, 0.12173064601304079)	(25, 0.12935336867171093)	(26, 0.1371137238228293)	(27, 0.1447999691703217)	(28, 0.15029468175344643)	(29, 0.1556094133849081)	(30, 0.1614429136417515)	(31, 0.16667294835478352)	(32, 0.17189239595301184)	(33, 0.17710125643643645)	(34, 0.18319943456337257)	(35, 0.18827066255434896)	(36, 0.1932995420861105)	(37, 0.1983707700770869)	(38, 0.20211860871759973)	(39, 0.2061734736874201)	(40, 0.20982602829469954)	(41, 0.2131292081134566)	(42, 0.21654884619505446)	(43, 0.2200743554246894)	(44, 0.22332459966942791)	(45, 0.22643721142171824)	(46, 0.22959217163322337)	(47, 0.23295887414080269)	(48, 0.23610324723750414)	(49, 0.23914174918616848)	(50, 0.2420002701831698)	(51, 0.2448587911801711)	(52, 0.24754791834031306)	(53, 0.25039585222251065)	(54, 0.25300028246422296)	(55, 0.2557741065427946)	(56, 0.25793387796275113)	(57, 0.2603689143676041)	(58, 0.2627298409688311)	(59, 0.26502724488123586)	(60, 0.2677904818450038)	(61, 0.27071252553082736)	(62, 0.2736980919054732)	(63, 0.27693774903540797)	(64, 0.2797645086879981)	(65, 0.2829088817846996)
SRR23426220_2 - polyg	(1, 0.7156783736158936)	(2, 0.7225388240086967)	(3, 0.7241480654588603)	(4, 0.7249103377247273)	(5, 0.7255985001869685)	(6, 0.7265407534044985)	(7, 0.7277370973773176)	(8, 0.7290393124981738)	(9, 0.730447398767067)	(10, 0.7313684777549896)	(11, 0.7323530794317344)	(12, 0.7331047645827978)	(13, 0.733750578585824)	(14, 0.7339305595374871)	(15, 0.7341634760631687)	(16, 0.7343963925888503)	(17, 0.7347034189181578)	(18, 0.7348728127550171)	(19, 0.7350316194770727)	(20, 0.7352221875435395)	(21, 0.7354021684952026)	(22, 0.7356880205949027)	(23, 0.735857414431762)	(24, 0.7360797438426399)	(25, 0.7363126603683214)	(26, 0.7365349897791994)	(27, 0.7374031331931035)	(28, 0.7375725270299628)	(29, 0.7378901404740741)	(30, 0.7386841740843522)	(31, 0.7389912004136597)	(32, 0.7391394200209117)	(33, 0.7393723365465933)	(34, 0.7396476015314897)	(35, 0.739996976320012)	(36, 0.7402828284197122)	(37, 0.7404522222565715)	(38, 0.7406745516674494)	(39, 0.7408121841598976)	(40, 0.7409921651115606)	(41, 0.7413309527852794)	(42, 0.7414791723925312)	(43, 0.7415850435405683)	(44, 0.7417756116070351)	(45, 0.7419555925586981)	(46, 0.7420932250511464)	(47, 0.7422096833139872)	(48, 0.7423896642656502)	(49, 0.7425378838729021)	(50, 0.7427496261689763)	(51, 0.742940194235443)	(52, 0.7431836978759283)	(53, 0.7434272015164136)	(54, 0.7436601180420952)	(55, 0.7439142087973842)	(56, 0.7441153639786546)	(57, 0.7442847578155141)	(58, 0.7445600228004104)	(59, 0.744792939326092)	(60, 0.7450893785405959)	(61, 0.7453222950662775)	(62, 0.7455869729363702)	(63, 0.7457881281176406)	(64, 0.7459363477248926)	(65, 0.7461057415617519)
SRR23426221_1 - illumina_universal_adapter	(1, 7.587505995315284e-05)	(2, 8.535944244729695e-05)	(3, 0.00013278135491801748)	(4, 0.00016123450240044978)	(5, 0.00022762517985945853)	(6, 0.00035092215228333187)	(7, 0.00044576597722477293)	(8, 0.0005595785671545022)	(9, 0.0007966881295081048)	(10, 0.0010243133093675633)	(11, 0.0016123450240044979)	(12, 0.002143470443676568)	(13, 0.002437486300995035)	(14, 0.002797892835772511)	(15, 0.003347987020432869)	(16, 0.003537674670315751)	(17, 0.00381272176264593)	(18, 0.004391269094788721)	(19, 0.004818066307025206)	(20, 0.005206925989285113)	(21, 0.005671660731498175)	(22, 0.005927739058840066)	(23, 0.0064493800960179915)	(24, 0.006961536750701773)	(25, 0.007321943285479249)	(26, 0.007824615557668887)	(27, 0.008498006714753118)	(28, 0.009484382494144105)	(29, 0.010404367596076084)	(30, 0.011381258992972926)	(31, 0.012737525689635534)	(32, 0.014492136451052193)	(33, 0.016607153747246327)	(34, 0.01940504658301884)	(35, 0.023066018225758465)	(36, 0.026992552578334123)	(37, 0.030482805336179152)	(38, 0.034134292596424635)	(39, 0.03795649874156471)	(40, 0.04172179859173992)	(41, 0.04639759916135296)	(42, 0.05145277503073177)	(43, 0.056982170024817785)	(44, 0.06295733099612857)	(45, 0.06867641364009747)	(46, 0.07685195135004969)	(47, 0.08477141073266001)	(48, 0.09325993306491899)	(49, 0.10220370575689687)	(50, 0.11451443423429593)	(51, 0.12808658558341615)	(52, 0.14305294115917555)	(53, 0.16107326789804935)	(54, 0.18058264268850377)	(55, 0.20611460036273968)	(56, 0.23664482761138958)	(57, 0.26573342872092953)	(58, 0.29246990297192177)	(59, 0.31831484526846443)	(60, 0.3449754444595035)	(61, 0.37100059002343494)	(62, 0.3981543771041695)	(63, 0.425829805222082)	(64, 0.4539889368471959)	(65, 0.48488905501311735)
SRR23426221_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0001991720323770262)	(4, 0.0003698909172716201)	(5, 0.0008441100419788254)	(6, 0.0013278135491801748)	(7, 0.0015649231115337774)	(8, 0.001726157613934227)	(9, 0.0020581110012292706)	(10, 0.0022003767386414323)	(11, 0.002342642476053594)	(12, 0.0024659394484774673)	(13, 0.002617689568383773)	(14, 0.0027315021583135023)	(15, 0.002807377218266655)	(16, 0.0029591273381729608)	(17, 0.0031013930755851224)	(18, 0.0032057212830207075)	(19, 0.0032626275779855723)	(20, 0.003347987020432869)	(21, 0.00344283084537431)	(22, 0.003499737140339175)	(23, 0.0035850965827864717)	(24, 0.003698909172716201)	(25, 0.0038222061451400743)	(26, 0.003917049970081516)	(27, 0.004391269094788721)	(28, 0.004694769334601332)	(29, 0.00508362901686124)	(30, 0.005832895233898625)	(31, 0.00614587985620538)	(32, 0.006430411331029703)	(33, 0.00667700527587745)	(34, 0.0069805055156900615)	(35, 0.0072460682255260965)	(36, 0.007445240257903122)	(37, 0.0078056467926805985)	(38, 0.008090178267504921)	(39, 0.008355740977340957)	(40, 0.008744600659600865)	(41, 0.009522320024120682)	(42, 0.010451789508546803)	(43, 0.011855478117680132)	(44, 0.018153108093791816)	(45, 0.14250284697451518)	(46, 0.1441626139109904)	(47, 0.1452153803678404)	(48, 0.14625866244219624)	(49, 0.14767183543382373)	(50, 0.14975839958253542)	(51, 0.15894876621936105)	(52, 0.165066192928084)	(53, 0.1673234759616903)	(54, 0.1706145566871583)	(55, 0.17236916744857497)	(56, 0.17436088777234524)	(57, 0.1762293111236916)	(58, 0.17713981184312946)	(59, 0.17800289065009656)	(60, 0.1794540011717006)	(61, 0.18041192380360918)	(62, 0.18124654946309385)	(63, 0.18236570659740287)	(64, 0.1831054884319461)	(65, 0.18402547353387808)
SRR23426221_2 - illumina_universal_adapter	(1, 8.535944244729695e-05)	(2, 8.535944244729695e-05)	(3, 0.00013278135491801748)	(4, 0.00016123450240044978)	(5, 0.0002086564148711703)	(6, 0.0003414377697891878)	(7, 0.00040782844724819654)	(8, 0.0005026722721896376)	(9, 0.0006923599220725197)	(10, 0.0008535944244729694)	(11, 0.0014131729916274716)	(12, 0.0018399702038639563)	(13, 0.002077079766217559)	(14, 0.002446970683489179)	(15, 0.002921189808196384)	(16, 0.0030919086930909783)	(17, 0.0033100494904562926)	(18, 0.00381272176264593)	(19, 0.004173128297423406)	(20, 0.004524050449706738)	(21, 0.004969816426931511)	(22, 0.005159504076814393)	(23, 0.005605270054039166)	(24, 0.006003614118793218)	(25, 0.006326083123594118)	(26, 0.006771849100818891)	(27, 0.007312458902985105)	(28, 0.008118631414987355)	(29, 0.008829960102048161)	(30, 0.009655101379038699)	(31, 0.010755289748359416)	(32, 0.01213052521001031)	(33, 0.013856682823944538)	(34, 0.016019122032609395)	(35, 0.01894979622329992)	(36, 0.021965829856437746)	(37, 0.024754238309716115)	(38, 0.027533162380500336)	(39, 0.030511258483661586)	(40, 0.03352729211679941)	(41, 0.037425373321892635)	(42, 0.04139932958693902)	(43, 0.045781114299233594)	(44, 0.0503620710439052)	(45, 0.05481973081615293)	(46, 0.061107876409770466)	(47, 0.06726324064846999)	(48, 0.07375055827446456)	(49, 0.08065518873020147)	(50, 0.09014905560683972)	(51, 0.1008095015302577)	(52, 0.11242787008558422)	(53, 0.12707175665654272)	(54, 0.14226573741216159)	(55, 0.1625243784196534)	(56, 0.18692769457708616)	(57, 0.21019288483522167)	(58, 0.23128615150219814)	(59, 0.251611183187149)	(60, 0.2726285747941723)	(61, 0.29284927827168755)	(62, 0.3144167640633712)	(63, 0.3368188755145396)	(64, 0.3600366438602044)	(65, 0.3846391320500142)
SRR23426221_2 - polyg	(1, 0.6918477654178359)	(2, 0.6992076462332917)	(3, 0.7002888658376242)	(4, 0.700867413169767)	(5, 0.701531319944357)	(6, 0.7023090393088769)	(7, 0.7033143838532561)	(8, 0.7046327130199421)	(9, 0.7059700109516165)	(10, 0.7066718552561831)	(11, 0.7075539028281386)	(12, 0.7081609033077637)	(13, 0.708834294464848)	(14, 0.709033466497225)	(15, 0.7091947009996254)	(16, 0.7094033574144967)	(17, 0.7094982012394381)	(18, 0.7096404669768502)	(19, 0.7097542795667799)	(20, 0.7098680921567097)	(21, 0.710019842276616)	(22, 0.7101621080140281)	(23, 0.7103423112814169)	(24, 0.7104371551063583)	(25, 0.7106363271387354)	(26, 0.7108165304061241)	(27, 0.7112338432358665)	(28, 0.711338171443302)	(29, 0.711527859093185)	(30, 0.7119641406879156)	(31, 0.7121633127202925)	(32, 0.7122960940752106)	(33, 0.7124383598126227)	(34, 0.7126185630800115)	(35, 0.7128177351123886)	(36, 0.7130263915272597)	(37, 0.713178141647166)	(38, 0.7133488605320606)	(39, 0.71357648571192)	(40, 0.7137851421267912)	(41, 0.7138989547167209)	(42, 0.714031736071639)	(43, 0.7141550330440628)	(44, 0.7142688456339925)	(45, 0.7143447206939457)	(46, 0.7144205957538988)	(47, 0.7144775020488637)	(48, 0.7146197677862759)	(49, 0.7147999710536647)	(50, 0.7148948148786061)	(51, 0.7150275962335241)	(52, 0.715217283883407)	(53, 0.7153595496208192)	(54, 0.7154638778282547)	(55, 0.7156061435656669)	(56, 0.7157673780680673)	(57, 0.7158906750404912)	(58, 0.7159855188654326)	(59, 0.7161562377503272)	(60, 0.7163174722527277)	(61, 0.7164312848426574)	(62, 0.716535613050093)	(63, 0.7166873631699993)	(64, 0.7167442694649642)	(65, 0.7168201445249173)
SRR23426222_1 - illumina_universal_adapter	(1, 0.00010645985839096763)	(2, 0.00011613802733560106)	(3, 0.0002709887304497358)	(4, 0.00034841408200680316)	(5, 0.0005032647851209379)	(6, 0.0006677936571797061)	(7, 0.000803288022404574)	(8, 0.0010065295702418758)	(9, 0.0012968746385808784)	(10, 0.0015678633690306143)	(11, 0.0024292204051029886)	(12, 0.00328089927223073)	(13, 0.003745451381573134)	(14, 0.004316463349306506)	(15, 0.00514878587854498)	(16, 0.005584303481053484)	(17, 0.005942395732004921)	(18, 0.006697292909686328)	(19, 0.007355408397921401)	(20, 0.007868351351986972)	(21, 0.008536145009166678)	(22, 0.008903915429062747)	(23, 0.00944589288996222)	(24, 0.010394353446536294)	(25, 0.010791158373266265)	(26, 0.01159444639567084)	(27, 0.012533228783300281)	(28, 0.013539758353542156)	(29, 0.014546287923784032)	(30, 0.015823806224475646)	(31, 0.017440060438229425)	(32, 0.019366016058211477)	(33, 0.021601673084421798)	(34, 0.024901928694541792)	(35, 0.029460346267464136)	(36, 0.03387359130621698)	(37, 0.037715824377236445)	(38, 0.041558057448255914)	(39, 0.045439003195053916)	(40, 0.05015227147109039)	(41, 0.055455908052749504)	(42, 0.060749866465463986)	(43, 0.0658792960061197)	(44, 0.07260562342263993)	(45, 0.07879965154720532)	(46, 0.08674542825074935)	(47, 0.0944008598859544)	(48, 0.10212403870377186)	(49, 0.110331125968821)	(50, 0.12160619278931895)	(51, 0.13399424903844973)	(52, 0.14785338696716477)	(53, 0.16356105516430483)	(54, 0.18125274799509472)	(55, 0.20605789500019017)	(56, 0.23868300251254945)	(57, 0.2675045896296678)	(58, 0.2956874175964403)	(59, 0.3193795751729029)	(60, 0.3442524693606108)	(61, 0.36700584454944396)	(62, 0.3906108986054049)	(63, 0.41619029912607103)	(64, 0.44248588414864004)	(65, 0.47029126352657186)
SRR23426222_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00016452887205876816)	(4, 0.0003290577441175363)	(5, 0.0009581387255187087)	(6, 0.0015485070311413475)	(7, 0.001790461254757183)	(8, 0.0020711281541515524)	(9, 0.0025550366013832233)	(10, 0.0028840943455007598)	(11, 0.0030873358933380616)	(12, 0.003348646454843164)	(13, 0.0035228534958465655)	(14, 0.003764807719462401)	(15, 0.003968049267299703)	(16, 0.004180968984081638)	(17, 0.00438421053191894)	(18, 0.004529383066088441)	(19, 0.004800371796538177)	(20, 0.004945544330707679)	(21, 0.00514878587854498)	(22, 0.005352027426382282)	(23, 0.005632694325776651)	(24, 0.0058165795357246865)	(25, 0.006039177421451255)	(26, 0.006387591503458058)	(27, 0.007442511918423101)	(28, 0.007868351351986972)	(29, 0.008555501347055945)	(30, 0.010026583026640225)	(31, 0.010587916825428962)	(32, 0.011081503441605267)	(33, 0.011613802733560106)	(34, 0.012184814701293477)	(35, 0.012659044979580515)	(36, 0.013104240751033653)	(37, 0.013539758353542156)	(38, 0.013936563280272127)	(39, 0.014391437220669897)	(40, 0.01504955270890497)	(41, 0.015959300589700513)	(42, 0.017362635086672358)	(43, 0.019966062532778748)	(44, 0.03521885678952102)	(45, 0.32350247514331676)	(46, 0.3271414666664989)	(47, 0.3287577208802527)	(48, 0.33075142368284716)	(49, 0.3332000004258394)	(50, 0.3372261187068069)	(51, 0.3571921812395857)	(52, 0.37092550297202054)	(53, 0.375929116316396)	(54, 0.3825586620434699)	(55, 0.38510402047590847)	(56, 0.3884913796065302)	(57, 0.3914045084588648)	(58, 0.39257556690116546)	(59, 0.39416278660808535)	(60, 0.39602099504545496)	(61, 0.39746304221820533)	(62, 0.39890508939095576)	(63, 0.40024067670531516)	(64, 0.40154722951284066)	(65, 0.4026892534483074)
SRR23426222_2 - illumina_universal_adapter	(1, 5.806901366780053e-05)	(2, 7.742535155706738e-05)	(3, 0.000183885209948035)	(4, 0.0002613105615051024)	(5, 0.00042583943356387053)	(6, 0.0005806901366780053)	(7, 0.0006968281640136063)	(8, 0.0009000697118509082)	(9, 0.001171058442300644)	(10, 0.0014130126659164795)	(11, 0.0022743697019888542)	(12, 0.003116370400171962)	(13, 0.003532531664791199)	(14, 0.004113221801469204)	(15, 0.004926187992818411)	(16, 0.005342349257437649)	(17, 0.005681085170499818)	(18, 0.006387591503458058)	(19, 0.007123132343250198)	(20, 0.007597362621537236)	(21, 0.008255478109772308)	(22, 0.008623248529668379)	(23, 0.009203938666346384)	(24, 0.010074973871363392)	(25, 0.010491135135982628)	(26, 0.011275066820497935)	(27, 0.012291274559684446)	(28, 0.013278447792037055)	(29, 0.014217230179666496)	(30, 0.015446357635634941)	(31, 0.01700454283572092)	(32, 0.018853073104145905)	(33, 0.021098408299300857)	(34, 0.024147031516860387)	(35, 0.028444138528277627)	(36, 0.0326928546949717)	(37, 0.03627377720448606)	(38, 0.039932125065557496)	(39, 0.043667898278186)	(40, 0.048100499654828106)	(41, 0.05325896370231772)	(42, 0.05824322070880393)	(43, 0.06314037419478845)	(44, 0.0694989311914126)	(45, 0.07520905086874632)	(46, 0.08265156278716942)	(47, 0.08961984442730549)	(48, 0.09669458592583251)	(49, 0.10442744291259462)	(50, 0.11505407241380211)	(51, 0.12680336951258708)	(52, 0.13985921941889756)	(53, 0.15481199043835622)	(54, 0.17127455581317766)	(55, 0.19483121902441541)	(56, 0.225811037816187)	(57, 0.2526582784686001)	(58, 0.27923453039056345)	(59, 0.3012523647396045)	(60, 0.32434447584149984)	(61, 0.3455493439991917)	(62, 0.36769299454451293)	(63, 0.3919851985955428)	(64, 0.4172839322168146)	(65, 0.4428730109064254)
SRR23426222_2 - polya	(1, 8.710352050170079e-05)	(2, 0.0003290577441175363)	(3, 0.0007548971776814068)	(4, 0.0015968978758645145)	(5, 0.0026518182908295573)	(6, 0.00410354363252457)	(7, 0.006997316146969964)	(8, 0.01216545836340421)	(9, 0.01711100269411189)	(10, 0.022240432234767602)	(11, 0.027176298396530647)	(12, 0.033079981452757035)	(13, 0.03763839902567938)	(14, 0.04311624264834189)	(15, 0.04785854543121227)	(16, 0.053239607364428454)	(17, 0.05786577211996323)	(18, 0.06320812137740088)	(19, 0.06825044739755488)	(20, 0.07370893468232814)	(21, 0.07849962830992169)	(22, 0.08320321841701353)	(23, 0.08816811908561047)	(24, 0.09386856059399956)	(25, 0.09964642745394571)	(26, 0.10594691543690206)	(27, 0.11222804708196915)	(28, 0.11673807381016833)	(29, 0.1207545139221912)	(30, 0.12549681670506158)	(31, 0.12980360188542345)	(32, 0.13334581171915927)	(33, 0.13711061943862168)	(34, 0.14096253067858577)	(35, 0.1445240968502109)	(36, 0.14787274330505404)	(37, 0.15146334398351305)	(38, 0.15425065663956747)	(39, 0.15702829112667727)	(40, 0.1595833277280605)	(41, 0.16229321503255784)	(42, 0.16499342416811058)	(43, 0.16764524245894014)	(44, 0.17014221004665556)	(45, 0.17254239594492463)	(46, 0.17514582339103102)	(47, 0.17760407830296793)	(48, 0.18005265504596019)	(49, 0.1825496226336756)	(50, 0.18491109585616616)	(51, 0.18766937400538666)	(52, 0.19023408877571454)	(53, 0.19246974580192486)	(54, 0.19454087395607642)	(55, 0.19669910563072965)	(56, 0.19896379716377388)	(57, 0.20094782179742374)	(58, 0.20320283516152332)	(59, 0.20558366472190315)	(60, 0.20842904639162538)	(61, 0.2112550717234583)	(62, 0.2139068900142879)	(63, 0.21690712238712423)	(64, 0.22011059630779792)	(65, 0.22394315120987274)
